title,url,raw_date,published_at,language,summary,image_url,category,source,player_name,from_club,to_club,transfer_fee,status,sentiment,external_key,league,national_team,fee_numeric
"Un ""Clasico"" pour un champion du monde: l’arrivée de Rodri au Real Madrid remise en cause, le Barça espère en profiter",https://rmcsport.bfmtv.com/football/transferts/un-clasico-pour-un-champion-du-monde-l-arrivee-de-rodri-au-real-madrid-remise-en-cause-le-barca-espere-en-profiter_AV-202608060292.html,"Thu, 06 Aug 2026 10:43:26 GMT",2026-08-08T23:56:00.742989,fr,"Selon plusieurs médias, le transfert de Rodri au Real Madrid, qui semblait pourtant en bonne voie, semble aujourd’hui très incertain. Le milieu de terrain de 30 ans ne se serait pas mis d’accord avec le club merengue. Le FC Barcelone aimerait le récupérer, sachant que Manchester City réclame près de 70 millions d’euros pour le Ballon d’or 2024.",https://io-fsly-bfmtv.cdn.nextradiotv.com/2gZ8btDRNYAdcpTjoMbIdIb12Fo=/0x106:2048x1258/800x0/images/Rodri-sacre-meilleur-joueur-de-la-Coupe-du-monde-2026-le-20-juillet-2026-2322408.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,RMC Sport Mercato,Rodri,Real Madrid,FC Barcelone,70 millions,RUMEUR 📰,Bullish,unclasicopourunchampiondumondelarrivéederodriaurealmadridrem,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Espagne 🇪🇸,70.0
Didier Deschamps a repoussé une offre du club saoudien Al Ahli,https://rmcsport.bfmtv.com/football/transferts/video-didier-deschamps-a-repousse-une-offre-du-club-saoudien-al-ahli_VN-202608060274.html,"Thu, 06 Aug 2026 10:02:34 GMT",2026-08-08T23:56:00.743554,fr,"Le club d'Arabie saoudite a contacté Didier Deschamps, qui a quitté le banc de l'équipe de France après la Coupe du monde 2026.",https://io-fsly-bfmtv.cdn.nextradiotv.com/mACL7uaQT4UU5__xwCTpg5rWDrI=/0x0:1280x720/800x0/images/Didier-Deschamps-a-repousse-une-offre-du-club-saoudien-Al-Ahli-2329474.jpg,Ligue 1 🇫🇷,RMC Sport Mercato,Didier Deschamps,,Al-Ahli,Non communiqué,NEGOCIATION 💬,Neutre,didierdeschampsarepousséuneoffreduclubsaoudienalahli,Ligue 1 🇫🇷,International 🌍,0.0
Mercato: Fekir trouve son nouveau club en Arabie saoudite,https://rmcsport.bfmtv.com/football/transferts/direct-mercato-toutes-les-infos-et-rumeurs-du-3-aout-2026-sur-le-marche-des-transferts_LN-202608030157.html,"Thu, 06 Aug 2026 05:56:55 GMT",2026-08-08T23:56:00.744191,fr,"Alors que la reprise des principaux championnats approche et les clubs s'activent pour se renforcer lors du mercato estival. Du PSG qui suit le gardien japonais Suzuki à l'OM qui piste des renforts offensifs, plusieurs dossiers chauds se trouvent au cœur de l'actualité. Toutes les informations et rumeurs de transferts sont à retrouver sur le site et l'application RMC Sport.",https://io-fsly-bfmtv.cdn.nextradiotv.com/-EUGgBpEBPgc52maLvlNBsLJvY4=/0x83:2048x1235/800x0/images/Nabil-Fekir-1843555.jpg,Ligue 1 🇫🇷,RMC Sport Mercato,Joueur Star,,PSG,Non communiqué,RUMEUR 📰,Bullish,mercatofekirtrouvesonnouveauclubenarabiesaoudite,Ligue 1 🇫🇷,International 🌍,0.0
Turquie: les images complètement folles de l'arrivée de Mohamed Salah à Trabzonspor,https://rmcsport.bfmtv.com/football/transferts/turquie-les-images-completement-folles-de-l-arrivee-de-mohamed-salah-a-trabzonspor_AV-202608050552.html,"Wed, 05 Aug 2026 22:39:28 GMT",2026-08-08T23:56:00.744802,fr,"Mohamed Salah est arrivé ce mercredi midi à Istanbul pour passer sa visite médicale pour son nouveau club, Trabzonspor. L'ancien joueur de Liverpool a été accueilli en véritable star par ses nouveaux supporters avant de rejoindre la ville de Trabzon en fin de journée pour un accueil encore un peu plus impressionnant.",https://io-fsly-bfmtv.cdn.nextradiotv.com/yyKkyLF-OqRdk7U9yelnoUafl6g=/0x217:2048x1369/800x0/images/Mohamed-Salah-le-5-aout-2026-2329278.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,RMC Sport Mercato,Mohamed Salah,Liverpool,Trabzonspor,Non communiqué,RUMEUR 📰,Neutre,turquielesimagescomplètementfollesdelarrivéedemohamedsalahàt,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Égypte 🇪🇬,0.0
"INFO RMC SPORT. Mercato: Al Ahli a tâté le terrain pour Didier Deschamps, qui ne devrait pas rejoindre le club",https://rmcsport.bfmtv.com/football/transferts/info-rmc-sport-mercato-al-ahli-a-tate-le-terrain-pour-didier-deschamps-qui-ne-devrait-pas-rejoindre-le-club_AV-202608050549.html,"Wed, 05 Aug 2026 22:29:44 GMT",2026-08-08T23:56:00.745550,fr,"Tout juste libéré de ses fonctions de sélectionneur de l’équipe de France après la défaite des Bleus en petite finale de la Coupe du monde, le 18 juillet, Didier Deschamps a rapidement été associé à plusieurs clubs. Parmi les pistes évoquées figurait notamment le club saoudien d’Al Ahli.",https://io-fsly-bfmtv.cdn.nextradiotv.com/sB9hzTxOkaNpRv30BSsDYljdDwA=/6x126:2038x1269/800x0/images/Didier-Deschamps-lors-de-son-dernier-match-en-equipe-de-France-face-a-l-Angleterre-defaite-6-4-match-pour-la-3e-place-de-Coupe-du-monde-le-18-juillet-2026-2322434.jpg,Ligue 1 🇫🇷,RMC Sport Mercato,Joueur Star,,Al-Ahli,Non communiqué,RUMEUR 📰,Neutre,informcsportmercatoalahliatâtéleterrainpourdidierdeschampsqu,Ligue 1 🇫🇷,International 🌍,0.0
Mercato: la dernière proposition du Real Madrid à Vinicius (qui ne devrait pas s'en satisfaire),https://rmcsport.bfmtv.com/football/transferts/mercato-la-derniere-proposition-du-real-madrid-a-vinicius-qui-ne-devrait-pas-s-en-satisfaire_AV-202608050385.html,"Wed, 05 Aug 2026 14:56:44 GMT",2026-08-08T23:56:00.746300,fr,"Le Real Madrid a fait une nouvelle proposition de contrat à Vinicius ce mercredi, selon la Cadena Ser, et elle ne correspond pas aux exigences de la star brésilienne, qui pourrait quitter le club espagnol d'ici la fin du mercato. Arsenal surveille, avec attention, la situation.",https://io-fsly-bfmtv.cdn.nextradiotv.com/Aqp0IaiHas7P9NZNIx-NNBopWlc=/14x0:2030x1134/800x0/images/Vinicius-et-Mbappe-a-l-entrainement-du-Real-Madrid-le-24-fevrier-2026-2282665.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,RMC Sport Mercato,Vinicius Jr,Real Madrid,Arsenal,Non communiqué,RUMEUR 📰,Neutre,mercatoladernièrepropositiondurealmadridàviniciusquinedevrai,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brésil 🇧🇷,0.0
Tielemans cameo against PSG hints at Man Utd future,https://www.bbc.co.uk/sport/football/articles/ce34k3qve4no?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 19:15:24 GMT",2026-08-08T23:56:01.145665,en,Manchester United's £35m signing Youri Tielemans makes an impressive debut in the 1-1 friendly draw against Paris St-Germain in Gothenburg.,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/ef15/live/44742c80-935a-11f1-9165-3913cf361277.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Joueur Star,PSG,Manchester United,Non communiqué,RUMEUR 📰,Neutre,tielemanscameoagainstpsghintsatmanutdfuture,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Jaissle starts with win but not planning to 'smash locker room',https://www.bbc.co.uk/sport/football/articles/c3049pl53yyo?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 23:23:30 GMT",2026-08-08T23:56:01.145783,en,"It was a night which ended with Newcastle United lifting a trophy, but there was certainly no danger of head coach Matthias Jaissle getting carried away.",https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/e07d/live/ac76f160-937c-11f1-aa7e-95eea9450f67.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Joueur Star,,Newcastle,Non communiqué,RUMEUR 📰,Neutre,jaisslestartswithwinbutnotplanningtosmashlockerroom,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Wissa & Toure star as Jaissle wins first Newcastle friendly - ratings,https://www.bbc.co.uk/sport/football/articles/c4gk75keg1lo?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 21:11:46 GMT",2026-08-08T23:56:01.145906,en,Newcastle United forward Yoane Wissa scores twice in a 2-1 win against Valencia in Matthias Jaissle's first game in charge - but how did the Magpies players perform?,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/0e19/live/a4587d50-9377-11f1-bdc9-878173fccee2.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Joueur Star,Newcastle,Valence CF,Non communiqué,RUMEUR 📰,Neutre,wissatourestarasjaisslewinsfirstnewcastlefriendlyratings,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Arsenal sign Guimaraes from Newcastle in £75m deal,https://www.bbc.co.uk/sport/football/articles/c1719r079rjo?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 11:00:08 GMT",2026-08-08T23:56:01.146141,en,Premier League champions Arsenal sign Brazil midfielder Bruno Guimaraes from Newcastle United for £75m.,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/633b/live/60a9ce90-931a-11f1-9931-79a1e0bcb641.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Bruno Guimarães,Newcastle,Arsenal,Non communiqué,RUMEUR 📰,Neutre,arsenalsignguimaraesfromnewcastlein75mdeal,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brésil 🇧🇷,0.0
Barca make second bid for Rodri - Sunday's gossip,https://www.bbc.co.uk/sport/football/articles/c05qvj0yj46o?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 20:37:28 GMT",2026-08-08T23:56:01.146282,en,"Barcelona increase their Rodri bid, Cristian Romero wants to join Arsenal, Forest are set to sign Ousmane Diomande, plus more.",https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/93bd/live/af99c1c0-9367-11f1-870d-5d08c49babb2.png,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Ousmane Diomande,FC Barcelone,Arsenal,Non communiqué,NEGOCIATION 💬,Neutre,barcamakesecondbidforrodrisundaysgossip,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Côte d'Ivoire 🇨🇮,0.0
Garcia hopes long-term friend Alonso's Chelsea finish second to Liverpool,https://www.bbc.co.uk/sport/football/articles/c4gj9j7yv9do?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 16:45:47 GMT",2026-08-08T23:56:01.146624,en,"As two Liverpool legends meet in pre-season, Luis Garcia says he hopes Xabi Alonso's Chelsea finish behind their former club in the Premier League.",https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/c111/live/938cefe0-91a3-11f1-a8b2-a13c32fec0b9.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Xabi Alonso,Chelsea,Liverpool,Non communiqué,RUMEUR 📰,Neutre,garciahopeslongtermfriendalonsoschelseafinishsecondtoliverpo,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Espagne 🇪🇸,0.0
Watch Guimaraes' best moments after Arsenal sign midfield maestro,https://www.bbc.co.uk/sport/football/videos/cp3r469vq79o?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 11:09:40 GMT",2026-08-08T23:56:01.146801,en,Watch Bruno Guimaraes' best Premier League moments after Arsenal sign the Brazil midfielder from Newcastle.,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/85c0/live/ec273140-9187-11f1-b8ee-9b3c26ad07bb.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Bruno Guimarães,Newcastle,Arsenal,Non communiqué,RUMEUR 📰,Neutre,watchguimaraesbestmomentsafterarsenalsignmidfieldmaestro,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brésil 🇧🇷,0.0
Chelsea lose friendly as Juventus score stunning winner,https://www.bbc.co.uk/sport/football/videos/c62qvzn4zx1o?at_medium=RSS&at_campaign=rss,"Wed, 05 Aug 2026 16:16:08 GMT",2026-08-08T23:56:01.147175,en,Watch highlights as Chelsea suffer a narrow defeat in a friendly match by Juventus in Hong Kong thanks to a wonderful goal by Edon Zhegrova.,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/443a/live/ba594120-90e8-11f1-b2ab-0dd01740f9f6.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Joueur Star,Chelsea,Juventus,Non communiqué,RUMEUR 📰,Neutre,chelsealosefriendlyasjuventusscorestunningwinner,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Wolves legend Parkes dies aged 79,https://www.bbc.co.uk/sport/football/articles/c5y3d1l0236o?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 12:28:38 GMT",2026-08-08T23:56:01.150012,en,Former Wolverhampton Wanderers goalkeeper Phil Parkes dies at the age of 79.,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/1667/live/1bccd000-9320-11f1-848f-43f11d41d8f5.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Joueur Star,,Wolverhampton,Non communiqué,RUMEUR 📰,Neutre,wolveslegendparkesdiesaged79,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Messi's father Jorge dies aged 68 after illness,https://www.bbc.co.uk/sport/football/articles/c70gn3w5ek5o?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 15:51:11 GMT",2026-08-08T23:56:01.150507,en,Lionel Messi's father and agent Jorge dies at the age of 68 following a long illness.,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/dcf2/live/be4e3d50-933e-11f1-a35f-039358cea467.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Lionel Messi,Inter Miami,,Non communiqué,RUMEUR 📰,Neutre,messisfatherjorgediesaged68afterillness,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Argentine 🇦🇷,0.0
Inside Newcastle 2.0 - how the project is changing,https://www.bbc.co.uk/sport/football/articles/cd7lzdpjlg2o?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 05:50:20 GMT",2026-08-08T23:56:01.150828,en,Matthias Jaissle will take charge of his first friendly as Newcastle United head coach against Valencia as a new era begins.,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/c98a/live/662c2c80-9286-11f1-9985-cdf6a137096d.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Inside Newcastle,Newcastle,Valence CF,Non communiqué,RUMEUR 📰,Neutre,insidenewcastle20howtheprojectischanging,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Sullivan attends West Ham game despite advice not to,https://www.bbc.co.uk/sport/football/articles/c07rx4r40ngo?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 14:23:56 GMT",2026-08-08T23:56:01.151032,en,Former West Ham co-chairman David Sullivan attends their Carabao Cup match against Portsmouth despite being advised he should stay away.,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/fc60/live/56ecf120-9333-11f1-8c55-af7610e137d7.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Joueur Star,,West Ham,Non communiqué,RUMEUR 📰,Neutre,sullivanattendswesthamgamedespiteadvicenotto,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Life as a Wag in the transfer window,https://www.bbc.co.uk/sport/football/articles/cx2jpgj24vlo?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 05:15:34 GMT",2026-08-08T23:56:01.151226,en,What is life like for footballers' families during the transfer window where a last-minute deal means you need to uproot your life and move hundreds of miles?,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/8ebc/live/82fc5780-925f-11f1-b9ff-37ae3aba3894.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Joueur Star,,,Non communiqué,RUMEUR 📰,Neutre,lifeasawaginthetransferwindow,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Man City agree deal to sign Marseille keeper Rulli,https://www.bbc.co.uk/sport/football/articles/cwye10q7e92o?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 06:00:37 GMT",2026-08-08T23:56:01.151440,en,Manchester City agree a deal to sign Argentina goalkeeper Geronimo Rulli from Marseille.,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/4d4c/live/69d3cb90-92e5-11f1-98e4-b7a92b11b9a4.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Joueur Star,Olympique de Marseille,Manchester City,Non communiqué,RUMEUR 📰,Neutre,mancityagreedealtosignmarseillekeeperrulli,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Why can't the Premier League attract the world's best players?,https://www.bbc.co.uk/sport/football/articles/c4gw03rqwkwo?at_medium=RSS&at_campaign=rss,"Fri, 07 Aug 2026 13:22:20 GMT",2026-08-08T23:56:01.151683,en,"Vinicius Jr chose to stay at Real Madrid, but why does the Premier League rarely attract global superstars at their peak?",https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/1688/live/dc961210-9244-11f1-afba-01cbe043dea0.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Vinicius Jr,Real Madrid,,Non communiqué,RUMEUR 📰,Neutre,whycantthepremierleagueattracttheworldsbestplayers,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brésil 🇧🇷,0.0
Is football AI-proof? Why tech investors wanted a slice of the World Cup,https://www.bbc.co.uk/news/articles/cd7l4e3v238o?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 13:41:32 GMT",2026-08-08T23:56:01.151903,en,"What was the thinking of the investors backing the now-canned plan, and are such proposals in the future inevitable?",https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/2700/live/b51ae4b0-91b6-11f1-bab9-173de0e7d358.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,World Cup,,,Non communiqué,RUMEUR 📰,Neutre,isfootballaiproofwhytechinvestorswantedasliceoftheworldcup,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
'Critically important' summit called on future of Scottish football,https://www.bbc.co.uk/sport/football/articles/cglj813z9rro?at_medium=RSS&at_campaign=rss,"Sat, 08 Aug 2026 13:40:39 GMT",2026-08-08T23:56:01.152137,en,"The Scottish Football Association is to hold a ""critically important"" summit around the future of the national game.",https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/4d70/live/471ad2a0-9282-11f1-9985-cdf6a137096d.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Joueur Star,,,Non communiqué,RUMEUR 📰,Neutre,criticallyimportantsummitcalledonfutureofscottishfootball,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Liverpool close to signing Barcelona's Araujo on loan,https://www.bbc.co.uk/sport/football/articles/c4gxvvxldewo?at_medium=RSS&at_campaign=rss,"Fri, 07 Aug 2026 22:54:13 GMT",2026-08-08T23:56:01.152358,en,"Liverpool are close to signing Uruguay defender Ronald Araujo on a season-long loan from Barcelona, with an option to purchase.",https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/9bef/live/cf4ac4d0-92ac-11f1-b46e-575b1f2fecf1.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Ronald Araújo,FC Barcelone,Liverpool,loan,RUMEUR 📰,Neutre,liverpoolclosetosigningbarcelonasaraujoonloan,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Uruguay 🇺🇾,0.0
A secret invite and other 'pinch-me' moments before Leicester woke up,https://www.bbc.co.uk/sport/football/articles/cy7j72nvzmzo?at_medium=RSS&at_campaign=rss,"Fri, 07 Aug 2026 12:41:51 GMT",2026-08-08T23:56:01.152577,en,Leicester are gearing up for League One but 10 years ago they were defending Premier League champions. The dream moments haven't been forgotten.,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/b4ae/live/f49263e0-901a-11f1-b8ee-9b3c26ad07bb.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Joueur Star,,,Non communiqué,RUMEUR 📰,Neutre,asecretinviteandotherpinchmemomentsbeforeleicesterwokeup,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
"United, sirene arabe per Bruno Fernandes: pronta un'offerta da 100 milioni",https://www.calciomercato.com/news/manchester-united-bruno-fernandes-pronti-100-milioni-dallarabia-74884/?intcmp=gazzanet-bruno-fernandes,"Tue, 14 Nov 2023 08:36:00 +0100",2026-08-08T23:56:01.206645,it,,https://www.gazzetta.it/methode_image/2023/11/13/Calcio/Foto_Calcio_-_Trattate/f547fc6c078fc444d70556cd37bb5d10_800x450.jpg,Serie A 🇮🇹,Gazzetta dello Sport Mercato,Bruno Fernandes,Manchester United,,Non communiqué,RUMEUR 📰,Neutre,unitedsirenearabeperbrunofernandesprontaunoffertada100milion,Serie A 🇮🇹,Portugal 🇵🇹,0.0
"Koopmeiners, la Premier nel destino. Ma la Dea aspetta un'offerta in stile Hojlund",https://www.gazzetta.it/Calcio/Calciomercato/Atalanta/13-11-2023/koopmeiners-la-premier-nel-destino-ma-l-atalanta-aspetta-un-offerta-in-stile-hojlund.shtml,"Mon, 13 Nov 2023 20:44:41 +0100",2026-08-08T23:56:01.211075,it,,https://www.gazzetta.it/methode_image/2023/11/13/Calcio/Foto_Calcio/134208aa-825d-11ee-a82c-2a5b35f57ee8_800x450.jpg,Serie A 🇮🇹,Gazzetta dello Sport Mercato,Teun Koopmeiners,Juventus,,Non communiqué,RUMEUR 📰,Neutre,koopmeinerslapremierneldestinomaladeaaspettaunoffertainstile,Serie A 🇮🇹,Pays-Bas 🇳🇱,0.0
"Napoli, De Laurentiis ha il sì di Tudor: oggi la firma",https://www.gazzetta.it/Calcio/Calciomercato/Napoli/13-11-2023/napoli-de-laurentis-tudor-l-incontro-i-nodi-durata-del-contratto-e-modulo.shtml,"Mon, 13 Nov 2023 16:54:23 +0100",2026-08-08T23:56:01.213916,it,,https://www.gazzetta.it/methode_image/2023/11/13/Calcio/Foto_Calcio/5ce0228a-8262-11ee-a82c-2a5b35f57ee8_800x450.jpg,Ligue 1 🇫🇷,Gazzetta dello Sport Mercato,De Laurentiis,,Napoli,Non communiqué,RUMEUR 📰,Neutre,napolidelaurentiishailsìditudoroggilafirma,Ligue 1 🇫🇷,International 🌍,0.0
